Student_ID,CGPA,IQ,Communication_Skills,Aptitude_Score,Technical_Skills,Internship,Projects,Backlogs,Attendance,Placement
339,5.44,122,4,42,9,Yes,4,3,85,No
576,6.96,81,7,100,8,Yes,5,1,73,Yes
669,8.01,118,8,66,2,No,1,0,93,Yes
4561,6.74,128,4,66,10,Yes,2,2,84,Yes
3044,7.46,116,9,40,9,No,6,0,90,Yes
1680,8.68,139,4,70,6,No,2,0,82,Yes
1631,5.99,127,7,47,8,Yes,2,2,61,No
1572,6.47,131,7,92,5,No,0,1,61,No
4253,6.33,138,9,53,3,No,2,4,85,Yes
4937,8.97,100,10,57,2,No,0,4,75,No
95,6.36,118,10,95,4,Yes,3,2,81,Yes
3307,5.7,126,9,72,3,No,6,2,75,Yes
3145,5.4,101,3,97,9,Yes,3,2,67,Yes
4049,9.18,98,4,44,3,No,2,4,76,No
591,7.93,102,10,87,7,No,0,2,80,Yes
4867,6.05,113,6,71,2,Yes,6,5,99,No
4821,7.72,81,8,54,3,No,0,0,89,Yes
49,6.36,122,4,92,5,No,1,1,69,No
2728,7.21,143,5,60,2,No,5,1,75,Yes
3757,9.04,105,3,84,8,No,3,5,96,No
2239,7.22,122,7,98,6,No,6,0,77,Yes
745,7.82,120,9,76,8,Yes,0,3,66,Yes
4951,5.9,120,5,91,6,Yes,2,0,80,Yes
3842,6.09,120,9,97,9,Yes,0,5,89,Yes
2995,8.53,93,5,44,10,Yes,3,1,78,Yes
1025,6.84,93,5,80,3,Yes,5,1,72,Yes
2238,7.59,89,5,59,10,No,5,4,88,Yes
4003,7.37,111,3,45,4,Yes,6,0,64,Yes
4413,8.14,85,3,42,6,Yes,2,0,95,Yes
3858,6.76,90,10,43,2,Yes,1,3,77,No
3000,6.47,118,4,90,10,No,1,4,97,No
438,6.22,122,10,85,4,Yes,2,4,63,Yes
350,9.61,127,9,77,3,Yes,2,1,70,Yes
4940,7.25,83,4,52,5,No,4,5,71,No
2666,5.32,142,9,50,7,No,6,5,92,No
3897,6.98,82,3,78,2,No,1,0,95,No
400,6.08,96,6,86,2,No,1,0,83,No
2988,5.9,98,8,72,7,Yes,3,2,94,Yes
1979,5.42,91,6,58,2,No,4,2,66,No
1269,8.98,81,8,66,4,Yes,0,0,79,Yes
4171,5.48,105,9,55,4,No,4,5,73,No
112,7.25,89,5,88,5,No,5,5,85,Yes
2111,6.69,83,8,71,8,Yes,2,4,100,No
3001,6.95,114,8,49,2,Yes,5,0,99,Yes
39,8.6,110,5,91,4,No,0,1,81,Yes
4439,6.63,127,9,97,10,No,0,4,77,Yes
3134,8.16,88,3,95,6,Yes,1,3,80,Yes
3953,5.6,126,4,76,2,No,2,5,84,No
1026,9.44,89,8,59,9,No,1,4,69,No
3392,9.43,119,5,74,10,No,5,4,78,Yes
3319,6.08,97,9,60,5,Yes,1,2,81,Yes
701,8.5,136,8,84,3,No,0,1,95,No
2082,9.54,95,9,41,6,Yes,4,5,67,Yes
1759,8.74,81,3,98,4,Yes,0,0,97,No
3547,9.13,113,3,82,2,No,6,1,90,Yes
4871,6.7,91,4,70,2,Yes,2,1,75,No
3567,8.03,132,10,81,2,Yes,2,3,70,Yes
3325,7.1,131,4,97,4,Yes,1,4,75,Yes
879,9.69,105,4,61,5,No,5,5,89,Yes
2338,7.28,94,6,46,9,No,4,3,95,Yes
3243,6.87,84,9,40,7,Yes,5,0,90,Yes
2744,6.12,129,10,69,10,No,2,2,84,No
1242,8.06,141,5,96,6,No,2,5,91,Yes
4291,6.36,83,8,42,10,No,0,5,63,No
1933,6.83,119,4,60,7,No,2,5,63,No
501,6.74,113,5,75,6,Yes,3,4,81,No
337,7.22,97,4,40,2,No,1,1,72,No
3489,6.46,136,9,99,4,No,2,0,90,No
1303,7.73,97,5,82,7,No,0,0,79,Yes
1217,9.6,108,9,74,3,No,4,0,98,Yes
2007,7.42,118,5,60,5,Yes,6,5,79,No
4804,6.26,89,3,100,8,No,4,1,93,Yes
4563,9.29,88,4,94,5,No,5,1,77,Yes
2898,5.98,107,3,58,3,Yes,3,3,66,No
1808,9.07,102,8,66,2,Yes,4,3,61,Yes
593,6.32,132,6,84,5,No,0,4,100,No
1241,5.32,106,5,42,8,No,4,3,100,No
3623,8.88,132,3,92,8,No,3,4,95,Yes
1061,9.69,96,6,65,2,Yes,1,5,95,Yes
2405,5.49,98,3,96,8,Yes,6,1,61,No
232,8.18,97,8,47,4,No,3,4,68,Yes
4754,8.37,82,9,93,3,No,6,2,74,Yes
2384,5.54,136,5,76,6,No,3,1,95,No
208,8.72,140,3,85,4,No,4,2,90,Yes
3205,7.17,121,9,43,2,Yes,1,0,68,No
3689,7.08,143,3,51,2,No,1,4,95,No
1337,5.47,133,9,66,5,No,4,1,68,Yes
4946,5.15,120,6,65,6,Yes,6,1,76,Yes
2266,6.07,109,6,65,6,No,3,0,76,No
733,8.42,114,9,62,9,No,3,3,92,Yes
4184,7.61,144,6,44,5,Yes,2,5,63,No
3855,7.12,144,5,56,8,No,1,2,89,No
834,6.02,140,3,87,4,No,2,0,98,Yes
4634,5.53,100,10,100,4,No,4,3,94,No
2750,8.96,134,6,61,5,Yes,1,5,91,No
3860,5.66,91,5,53,3,Yes,2,2,66,No
87,9.4,103,9,80,9,No,3,2,86,No
2156,6.81,121,7,77,8,No,1,1,60,Yes
2209,8.3,86,6,57,6,Yes,2,1,98,Yes
1262,5.18,132,3,57,5,No,6,3,94,No
2591,5.32,134,7,98,10,No,1,0,92,Yes
262,9.52,135,5,83,8,Yes,4,2,75,Yes
707,6.99,91,5,53,6,No,6,4,81,No
3207,8.16,85,7,46,10,No,1,4,60,No
3098,7.61,104,4,76,7,Yes,5,4,90,Yes
3233,5.5,89,10,46,8,No,0,2,99,No
2920,9.23,88,7,93,9,No,1,0,71,Yes
1765,5.71,110,10,57,7,Yes,0,0,76,Yes
42,9.15,115,8,81,10,Yes,6,4,81,Yes
3817,7.36,143,5,49,5,Yes,3,5,91,Yes
2908,5.77,97,4,71,3,Yes,4,3,81,Yes
3244,8.96,139,5,47,3,Yes,2,0,85,Yes
2835,6.48,134,3,43,7,No,0,5,98,No
4189,6.81,129,5,85,10,No,3,4,89,Yes
552,7.08,95,6,87,2,No,5,3,63,No
2210,5.21,141,7,82,7,No,4,3,83,No
1563,7.27,100,8,82,7,No,4,1,80,Yes
2400,9.2,97,3,47,4,Yes,3,3,72,No
131,7.7,95,9,62,8,No,5,0,78,Yes
3908,7.9,105,7,46,8,No,5,3,88,Yes
2390,6.27,127,3,68,2,No,4,3,79,No
759,8.87,122,9,91,5,No,1,1,66,No
2434,6.66,122,6,72,8,No,3,4,60,No
3160,6.2,82,5,50,8,No,1,5,79,No
795,5.61,118,6,73,8,Yes,0,4,64,Yes
3693,5.71,132,7,57,2,Yes,5,4,72,No
1647,9.51,118,10,86,8,Yes,4,2,76,Yes
2347,8.23,126,8,69,10,Yes,1,5,76,Yes
4952,6.57,114,5,69,8,No,6,0,71,Yes
3292,9.58,119,10,65,4,No,5,5,72,Yes
4480,6.42,101,6,63,9,Yes,2,0,79,Yes
1992,7.77,96,8,71,2,No,0,5,63,No
2671,7.28,100,10,95,8,No,5,5,95,Yes
1420,5.68,115,8,40,3,No,4,0,100,Yes
1172,7.52,145,4,51,4,Yes,5,4,81,Yes
2805,8.07,94,4,98,7,Yes,5,0,62,Yes
3158,6.58,114,10,91,6,Yes,4,4,100,Yes
974,7.27,124,9,65,3,No,2,2,72,Yes
982,7.32,135,7,76,4,Yes,0,5,94,No
3907,8.27,113,9,49,3,No,3,2,72,Yes
2056,7.12,135,9,52,6,No,1,5,74,No
1534,7.42,111,9,67,2,Yes,1,1,78,No
2581,5.22,118,7,49,5,No,3,0,71,No
3601,8.98,107,9,95,10,Yes,4,2,88,Yes
377,9.16,87,5,44,6,No,3,1,93,Yes
4187,7.17,123,4,60,7,No,6,4,100,No
4603,7.47,98,3,58,2,Yes,5,0,89,Yes
2030,9.28,85,8,55,2,No,4,4,86,No
1927,5.45,122,3,98,4,Yes,2,2,91,No
1354,5.31,108,7,53,5,Yes,4,5,67,No
1862,7.74,136,4,50,2,Yes,5,4,89,Yes
395,8.65,101,5,71,3,Yes,3,5,87,No
1087,8.23,113,3,68,4,No,5,4,66,No
3519,6.06,101,8,87,8,No,3,1,71,No
1426,7.33,143,6,77,8,No,0,5,91,No
419,6.98,80,4,90,6,No,4,1,89,Yes
3211,5.07,100,7,84,10,Yes,4,4,85,No
3784,9.36,114,4,52,5,No,3,3,83,Yes
276,9.39,93,6,82,7,Yes,4,0,96,Yes
4936,6.44,123,5,70,10,Yes,0,4,81,No
3457,8.84,114,8,57,7,No,2,5,86,Yes
4449,5.51,131,7,74,2,Yes,3,1,94,No
540,6.76,89,3,99,5,No,6,0,89,Yes
3363,8.3,137,9,74,3,No,3,0,93,Yes
1855,8.1,102,4,69,5,Yes,6,5,73,Yes
329,9.72,133,10,43,4,No,0,0,74,Yes
1244,6.56,134,4,51,9,No,5,0,82,Yes
4788,5.98,124,10,90,8,Yes,3,1,95,Yes
2838,8.09,130,3,71,6,Yes,6,0,85,Yes
503,5.63,109,4,86,6,No,4,3,84,No
3581,9.56,98,6,87,9,No,1,2,79,Yes
4505,8.82,107,10,41,3,No,0,4,80,No
4137,5.75,112,8,48,9,No,2,3,88,Yes
363,5.47,106,5,80,6,No,3,0,79,Yes
2517,6.08,140,3,70,9,No,2,5,77,No
3183,8.52,99,10,93,10,No,4,0,94,Yes
4292,9.71,108,8,81,10,No,5,3,97,Yes
468,5.67,101,6,44,10,No,1,1,71,No
4518,5.65,122,6,100,2,No,4,2,82,Yes
248,8.14,123,7,88,9,No,5,5,91,Yes
1874,6.84,93,5,98,4,Yes,4,5,62,No
4831,8.27,133,8,55,5,No,1,3,74,Yes
3887,7.89,84,10,89,6,No,2,4,82,No
767,7.18,83,3,81,4,No,6,5,68,No
4771,6.26,124,4,61,3,No,1,4,76,No
1042,8.01,81,3,90,3,No,6,2,65,No
1063,5.93,93,4,44,7,No,6,2,61,No
3127,9.34,131,9,99,5,No,6,4,68,Yes
531,8.32,99,8,89,3,Yes,3,0,99,No
2604,6.94,106,7,75,10,Yes,1,4,61,Yes
4815,8.78,102,4,75,3,No,0,0,93,Yes
2914,7.04,143,8,52,4,Yes,1,5,72,No
3976,9.68,123,9,81,9,No,2,2,85,Yes
4770,8.86,83,7,97,9,No,2,3,79,Yes
2533,6.13,132,4,91,8,No,2,4,87,No
1178,8.35,128,5,80,10,Yes,2,3,88,Yes
415,8.18,111,10,62,8,Yes,6,4,99,Yes
800,5.09,130,4,40,4,No,3,5,85,No
4685,6.38,90,8,90,7,No,5,0,75,Yes
4584,7.08,108,10,71,9,No,2,1,77,Yes
1181,5.35,103,10,52,5,No,3,4,82,No
2522,9.35,80,6,98,8,No,0,2,63,Yes
2297,5.96,142,5,95,2,Yes,2,0,73,No
4548,8.05,90,8,99,7,Yes,6,2,60,Yes
4705,8.21,88,4,92,9,Yes,5,2,60,Yes
1299,6.47,139,5,88,2,Yes,4,3,97,Yes
737,7.39,144,7,74,7,No,4,4,61,Yes
1849,5.3,105,5,96,2,No,4,0,63,No
3762,5.55,100,9,77,5,Yes,2,0,88,No
4448,6.0,108,6,52,3,No,6,5,66,No
2571,9.65,130,3,88,7,No,5,3,99,Yes
4533,7.71,109,8,43,4,No,4,2,91,Yes
3404,9.66,88,8,90,8,No,6,2,85,Yes
1204,7.75,113,5,64,9,No,1,1,60,No
2099,5.07,89,6,89,8,Yes,5,0,92,Yes
671,9.65,140,10,51,4,No,0,0,83,Yes
3310,6.49,94,3,68,8,No,6,1,87,No
799,9.41,103,6,51,3,No,4,2,66,Yes
2264,9.61,95,4,88,8,No,6,2,62,Yes
4274,8.53,102,7,50,3,No,3,4,77,No
4139,7.19,88,5,84,8,Yes,2,4,78,Yes
1348,7.13,137,7,76,6,No,6,1,69,Yes
863,5.31,96,4,48,6,No,6,1,93,Yes
2726,9.45,133,4,59,10,Yes,2,1,100,Yes
4402,7.67,99,4,58,4,Yes,1,3,66,No
847,6.54,132,8,56,8,No,0,0,72,No
4726,9.11,136,3,79,7,No,5,0,100,Yes
3510,8.96,133,8,91,7,No,5,5,61,Yes
1460,6.15,142,6,90,8,Yes,0,3,97,No
4255,5.01,87,7,42,9,Yes,0,1,75,No
4905,6.5,101,6,88,8,Yes,1,2,77,No
267,5.81,128,5,48,6,Yes,3,1,64,No
3743,6.88,81,10,74,7,Yes,5,5,71,Yes
2399,8.79,114,4,50,2,Yes,2,4,85,No
685,7.04,114,6,90,3,No,2,5,63,No
1013,5.77,105,10,82,6,Yes,3,4,91,Yes
1488,6.04,104,6,100,7,No,4,3,83,Yes
2735,5.88,91,10,50,3,No,1,4,68,No
72,6.15,140,10,68,2,Yes,1,3,75,No
2379,6.8,93,9,77,2,Yes,6,1,71,No
125,7.95,118,10,81,2,Yes,3,3,87,Yes
849,7.65,88,10,41,8,No,0,2,95,Yes
3873,7.73,145,5,64,6,No,1,5,89,No
4506,7.67,137,7,81,2,No,2,1,96,No
2190,6.69,133,6,74,6,Yes,3,1,61,Yes
86,9.62,82,7,76,2,No,1,3,93,Yes
2831,5.65,123,10,70,9,Yes,2,4,91,No
4071,9.07,106,9,68,8,Yes,2,5,100,Yes
2506,6.18,81,7,60,6,Yes,2,0,75,Yes
3899,8.71,96,6,53,3,No,6,4,99,Yes
1133,9.57,93,5,69,3,No,1,0,89,Yes
2902,6.34,108,10,83,5,Yes,1,5,65,Yes
4722,8.11,110,8,99,9,No,6,5,77,Yes
1207,5.08,81,10,42,7,No,6,4,73,No
2656,9.72,131,9,97,5,Yes,5,4,69,Yes
3569,8.44,98,8,49,6,Yes,1,2,69,Yes
2187,6.56,82,9,100,9,No,0,5,62,No
4342,9.7,143,7,70,4,No,5,0,89,Yes
3162,5.18,87,9,59,9,Yes,6,5,79,No
820,5.66,134,9,98,8,No,6,4,83,Yes
1363,7.32,116,7,56,10,Yes,2,5,95,Yes
2461,7.59,133,10,72,2,Yes,3,5,77,Yes
629,6.08,134,3,76,9,No,1,5,92,No
183,9.64,120,8,85,3,No,2,2,70,Yes
2660,8.08,126,5,73,8,No,0,1,70,No
3025,8.99,142,9,80,9,No,4,3,77,Yes
260,8.63,97,4,72,7,Yes,3,1,64,Yes
681,7.42,134,9,70,3,No,1,0,95,Yes
4638,6.99,81,3,49,7,No,5,0,64,Yes
2736,5.13,91,9,69,10,No,1,0,82,Yes
3865,8.53,132,4,74,6,No,2,2,73,Yes
2729,9.32,102,6,59,10,Yes,0,2,65,Yes
1050,6.87,141,4,47,8,No,2,1,65,No
2966,6.88,120,3,72,10,No,4,3,91,No
2889,8.6,119,10,67,9,Yes,0,0,82,Yes
2268,5.89,96,9,48,7,Yes,1,0,76,No
2101,5.22,120,7,76,3,No,5,5,64,No
82,6.38,116,10,44,5,No,6,5,97,Yes
2444,9.02,129,3,58,5,Yes,6,3,62,Yes
566,7.54,122,10,65,4,Yes,5,2,82,No
907,8.17,88,10,43,7,No,1,2,86,Yes
4528,9.44,118,7,85,10,No,6,1,94,Yes
2131,6.73,118,6,56,7,Yes,1,0,64,No
458,6.73,122,10,69,9,Yes,2,3,95,Yes
3204,7.97,104,8,46,10,No,3,1,69,Yes
1940,8.79,113,5,40,6,Yes,6,2,91,Yes
3786,7.94,127,10,75,4,No,5,2,71,Yes
3318,5.07,104,9,77,7,Yes,4,2,62,No
4880,7.44,84,5,58,6,No,6,5,71,No
4554,7.57,136,8,50,7,Yes,2,4,97,Yes
895,5.12,136,6,56,3,Yes,0,2,92,No
2718,5.46,113,7,70,10,Yes,3,2,100,No
1147,7.77,135,8,53,3,Yes,3,5,66,Yes
4763,7.58,135,5,68,6,No,1,5,74,No
4628,7.27,108,10,65,8,No,5,0,80,Yes
4398,6.75,130,8,79,9,Yes,4,1,99,Yes
1834,5.52,121,6,46,5,No,2,4,73,No
1385,8.98,82,3,54,7,Yes,2,1,97,Yes
2485,9.16,112,6,46,7,Yes,4,5,72,Yes
138,6.03,145,4,62,8,Yes,5,5,97,No
2285,6.64,107,7,88,3,Yes,5,5,61,No
4305,6.34,98,10,72,10,Yes,4,4,67,Yes
1041,6.84,94,3,88,2,Yes,6,0,77,No
1432,8.05,100,6,75,10,No,5,3,82,Yes
3471,5.06,93,5,83,6,No,2,3,85,No
310,7.83,129,8,67,7,No,1,2,65,No
4614,5.15,84,7,61,2,Yes,2,5,75,No
73,7.79,140,8,67,10,Yes,5,3,77,Yes
2617,6.89,89,3,77,9,No,3,4,88,No
559,5.22,109,6,83,7,Yes,5,0,67,Yes
3850,5.61,117,7,92,9,Yes,2,4,95,No
4335,8.46,130,9,62,4,No,6,4,72,Yes
270,9.14,136,8,67,4,Yes,4,5,72,Yes
4202,9.09,117,9,42,3,No,5,3,69,Yes
512,7.16,101,5,94,2,Yes,1,5,76,Yes
1175,6.94,85,3,94,4,Yes,5,0,91,Yes
757,5.31,132,8,82,3,Yes,6,5,68,No
485,7.09,88,7,54,7,Yes,0,5,84,Yes
28,6.51,86,10,72,10,Yes,4,0,71,Yes
580,8.67,86,6,58,9,Yes,2,2,89,Yes
1731,6.15,86,4,55,10,No,2,4,94,No
4715,7.31,145,6,82,6,Yes,6,0,86,Yes
1203,7.05,87,4,75,8,No,5,2,94,Yes
142,7.75,133,7,47,8,Yes,2,1,99,Yes
3549,5.03,131,4,44,4,No,6,5,68,No
637,6.77,102,7,90,5,No,6,4,62,No
1711,6.17,103,10,73,2,Yes,0,2,95,No
3338,8.74,120,7,79,10,Yes,5,4,94,Yes
2295,6.29,135,7,68,2,No,0,1,96,Yes
4802,8.99,114,5,77,8,Yes,4,0,88,Yes
1417,7.67,119,6,99,3,Yes,3,1,69,Yes
3172,5.43,125,8,74,9,Yes,4,2,100,Yes
1371,5.97,112,7,93,7,Yes,3,3,80,Yes
3486,8.63,82,10,42,5,No,6,0,93,Yes
2681,5.53,132,9,85,6,No,0,4,86,No
3375,9.6,141,7,83,9,No,1,0,76,Yes
1757,8.26,143,6,48,8,No,1,0,86,Yes
2583,8.7,88,10,78,9,No,6,4,91,Yes
894,7.23,123,9,68,9,Yes,2,3,80,Yes
117,6.78,133,5,96,8,No,6,3,99,Yes
1338,7.42,90,9,100,2,Yes,1,1,96,Yes
3872,8.81,111,3,59,8,Yes,0,0,87,Yes
3805,9.05,109,8,84,4,Yes,5,0,95,Yes
3091,5.25,88,8,75,3,Yes,4,1,97,No
3706,8.06,141,9,56,6,No,2,1,86,Yes
1814,7.68,114,6,67,10,Yes,4,0,70,Yes
2425,9.43,133,3,70,8,No,3,2,73,Yes
1046,9.22,129,4,71,4,No,1,0,78,Yes
4010,9.08,110,7,53,10,No,3,0,83,Yes
553,5.2,99,8,72,5,Yes,5,5,85,Yes
3533,6.13,137,4,40,10,No,1,2,79,No
2194,8.67,118,5,77,2,Yes,5,3,69,Yes
291,6.08,116,5,89,9,No,6,3,95,Yes
4108,7.26,142,8,88,2,Yes,5,2,84,Yes
882,5.88,80,8,40,3,Yes,4,0,69,No
409,6.5,94,4,94,2,Yes,1,5,70,No
1914,6.44,131,4,88,3,No,4,3,97,No
1591,7.3,107,4,51,8,No,5,4,64,No
946,8.7,129,9,85,3,No,1,3,70,Yes
4035,6.92,83,4,70,2,No,6,0,88,Yes
439,8.0,118,10,90,10,Yes,6,5,80,Yes
225,9.6,141,5,69,7,Yes,4,3,94,Yes
1335,8.03,120,9,54,8,No,3,2,88,Yes
4447,6.9,106,4,70,9,No,2,1,79,No
2212,7.29,120,9,89,4,Yes,6,1,67,Yes
3643,6.64,124,5,66,2,Yes,3,0,85,Yes
4619,8.75,142,8,94,6,No,5,4,70,Yes
1560,5.21,88,7,85,6,No,1,2,61,No
1903,5.31,139,10,83,3,No,3,4,95,No
4780,9.05,144,6,51,7,Yes,4,0,65,Yes
4112,7.34,96,4,64,6,Yes,2,1,91,Yes
1640,7.72,88,5,99,8,Yes,5,3,100,Yes
4355,8.7,140,4,51,8,No,4,0,80,Yes
3312,6.88,113,6,61,10,Yes,4,4,81,Yes
633,9.35,122,9,62,6,Yes,0,5,98,Yes
700,5.75,144,8,81,6,No,2,4,69,Yes
4367,6.62,94,3,60,10,Yes,0,4,95,Yes
1952,7.55,139,8,92,4,Yes,2,4,71,No
634,8.49,113,3,80,9,No,4,0,78,Yes
2251,6.92,111,6,62,5,No,0,5,60,No
1245,8.38,141,10,78,8,No,0,2,77,Yes
2859,6.83,103,8,47,2,No,3,1,93,No
3909,5.16,133,8,74,7,Yes,4,0,65,No
53,9.28,144,9,93,10,Yes,1,5,90,Yes
40,6.98,111,7,50,3,Yes,0,3,74,No
779,9.28,85,5,56,4,No,2,3,68,No
3460,8.49,136,6,64,10,Yes,2,5,63,Yes
3622,5.56,122,7,83,3,No,3,5,91,No
3079,6.83,137,6,72,2,No,1,0,73,Yes
4630,9.18,124,4,85,10,No,0,3,90,Yes
4666,7.78,132,6,55,2,Yes,0,2,69,Yes
385,7.92,118,4,70,3,Yes,2,5,80,Yes
2648,5.99,90,8,45,3,Yes,3,3,94,No
4987,5.36,129,4,80,10,Yes,0,2,70,Yes
434,7.45,116,3,99,8,Yes,6,5,80,Yes
2377,8.13,142,9,78,3,No,0,3,70,No
3445,5.68,121,5,83,7,No,2,5,77,No
1057,5.14,126,5,45,5,Yes,4,3,69,No
371,8.75,94,9,49,4,No,4,0,66,Yes
103,6.41,127,9,49,5,No,4,5,71,No
3854,8.89,87,6,80,2,Yes,1,4,66,Yes
1433,5.83,143,4,61,7,No,5,1,80,Yes
1365,5.31,135,7,46,9,Yes,5,4,71,No
4513,7.39,124,3,92,5,No,2,3,67,No
3328,6.6,80,10,71,9,No,4,5,79,Yes
3332,8.25,131,4,69,2,Yes,3,0,64,Yes
4769,5.57,88,8,46,10,No,5,1,84,Yes
1408,6.03,113,10,47,6,No,4,2,81,Yes
3783,5.32,145,3,97,7,Yes,5,0,93,Yes
1950,6.96,113,5,80,8,Yes,5,0,70,Yes
2374,9.23,143,8,62,6,Yes,6,0,97,Yes
4111,6.3,134,3,83,5,Yes,0,1,79,No
4598,7.04,98,7,95,6,No,5,4,75,Yes
4473,5.99,129,7,48,8,Yes,1,1,67,No
2318,5.06,134,9,88,7,Yes,6,5,76,No
529,6.22,118,6,63,2,No,1,0,75,No
3774,7.99,94,6,49,5,Yes,2,1,93,Yes
4593,8.6,87,8,78,8,No,5,3,97,Yes
4911,9.07,144,6,79,5,No,1,1,99,Yes
4878,5.07,114,6,75,5,Yes,2,4,83,No
422,6.79,93,3,97,4,No,6,5,86,No
3973,7.22,99,5,98,9,Yes,4,1,80,Yes
653,9.05,88,6,40,8,No,6,3,67,Yes
3366,6.36,85,8,68,6,Yes,0,4,99,No
3026,7.65,141,7,86,6,No,6,4,90,Yes
4645,6.38,95,3,43,2,Yes,2,4,78,No
1614,8.55,129,9,41,10,No,1,5,91,Yes
2524,5.42,134,7,93,2,No,4,0,60,Yes
4121,6.96,105,4,76,8,No,0,2,70,No
4653,5.79,121,3,68,4,Yes,1,1,60,No
4639,9.2,101,3,87,8,No,3,0,74,Yes
2497,8.08,89,10,62,2,Yes,0,4,71,Yes
2193,9.28,100,8,60,5,No,5,3,100,No
29,5.33,110,9,47,5,No,0,4,65,No
1984,9.05,138,9,41,5,Yes,0,1,87,Yes
1730,7.56,94,10,65,4,Yes,1,4,74,Yes
4724,5.34,130,7,80,4,Yes,5,4,65,No
922,5.08,83,3,61,5,No,0,1,66,No
3479,8.12,93,6,43,9,Yes,2,1,79,Yes
4135,5.05,105,10,79,2,No,5,5,98,No
2843,8.31,115,7,65,7,No,5,3,76,No
1934,7.95,103,3,94,9,No,1,5,84,Yes
2921,6.95,84,4,84,10,Yes,4,4,76,Yes
4329,6.92,105,9,96,7,Yes,4,4,91,Yes
4084,5.28,113,4,61,3,No,2,1,86,No
402,5.09,94,9,68,8,Yes,2,3,69,No
4868,8.2,85,8,66,8,No,5,0,76,Yes
4579,5.02,122,3,76,7,No,6,0,88,No
2449,5.22,140,6,76,8,Yes,5,1,92,Yes
1247,7.04,113,3,57,9,No,2,5,62,No
1898,7.28,84,3,57,8,Yes,0,2,81,Yes
1082,8.05,90,5,44,6,Yes,2,5,88,Yes
2185,5.52,89,6,49,10,No,1,1,98,No
2548,8.31,80,4,67,5,Yes,6,1,93,Yes
1115,8.97,125,9,41,3,Yes,2,3,71,Yes
4119,7.91,88,5,45,4,No,3,4,88,No
4632,7.31,85,9,67,9,Yes,0,4,70,Yes
3273,5.15,81,3,63,8,No,0,5,92,No
1734,8.65,138,5,83,6,No,2,0,62,Yes
1382,7.68,94,5,91,10,No,0,4,89,Yes
3586,7.27,106,4,83,5,No,3,4,83,No
1273,8.51,115,5,56,3,Yes,4,4,84,No
4018,7.43,94,9,99,9,No,5,4,86,Yes
766,8.94,100,7,72,3,Yes,4,5,95,Yes
3752,6.15,138,7,86,10,No,4,1,82,Yes
3009,7.67,95,5,79,7,Yes,2,1,62,Yes
1922,9.48,111,9,57,10,No,0,4,96,Yes
4369,7.55,134,9,52,8,No,2,3,81,No
4134,5.84,89,6,50,8,No,2,4,92,No
441,8.18,122,8,58,5,No,4,4,90,Yes
1943,5.88,133,8,84,6,Yes,3,5,81,Yes
2989,6.68,126,5,84,3,No,4,2,81,No
2991,7.49,94,9,69,7,No,1,1,94,No
597,6.6,107,3,80,5,No,2,0,79,No
4147,8.46,136,6,49,5,No,5,5,83,Yes
4429,7.04,115,5,64,3,Yes,6,2,88,No
4471,6.27,94,3,45,6,Yes,0,4,72,No
1669,6.88,105,9,89,2,No,5,4,95,No
864,6.32,82,7,83,10,No,0,3,63,Yes
2557,5.63,143,7,41,8,No,6,2,92,No
1221,7.16,133,6,76,4,No,1,3,97,Yes
1699,7.96,95,9,56,9,Yes,0,3,97,No
937,7.31,126,9,64,4,No,3,4,99,Yes
1081,8.88,135,10,53,2,Yes,0,5,87,No
2464,9.5,99,9,80,6,Yes,0,1,61,Yes
3235,7.03,115,6,54,5,No,4,2,96,Yes
4081,7.01,86,4,82,9,No,6,1,70,Yes
2466,8.13,117,7,93,10,Yes,0,5,61,Yes
4939,7.51,94,3,75,7,No,3,3,60,Yes
2803,5.88,91,4,88,6,Yes,4,5,60,No
850,8.24,111,5,59,8,Yes,6,5,92,Yes
2313,5.77,92,5,75,7,Yes,0,5,86,No
64,6.23,127,5,78,3,No,1,2,66,No
2996,5.42,131,4,52,5,Yes,5,2,83,No
1654,8.81,99,3,40,9,Yes,1,2,83,Yes
1752,6.34,117,3,89,5,No,2,1,95,Yes
326,7.19,127,6,58,6,No,1,3,83,No
3334,7.19,140,5,98,3,Yes,5,0,95,Yes
1668,5.01,141,6,53,4,Yes,5,5,92,No
4843,6.4,98,10,47,9,No,2,1,64,Yes
3246,7.86,81,4,100,6,No,5,5,80,No
1822,7.52,131,5,83,5,Yes,5,2,61,Yes
4346,8.17,102,6,81,6,No,6,3,77,Yes
1069,8.0,109,6,91,4,No,1,4,93,Yes
2769,9.45,114,8,44,8,No,6,5,88,No
1008,7.95,122,7,62,3,Yes,5,1,85,Yes
4916,8.97,132,4,82,7,Yes,0,3,84,Yes
4708,6.54,104,7,71,9,No,2,0,65,Yes
1372,8.55,107,10,94,6,Yes,1,1,80,Yes
2006,7.09,134,10,52,10,Yes,5,2,79,Yes
530,6.56,101,7,77,3,Yes,1,0,62,Yes
573,6.31,104,4,48,4,Yes,4,4,77,No
3441,6.18,97,6,53,9,Yes,3,0,80,Yes
2587,8.01,85,5,82,8,Yes,5,4,76,Yes
3040,8.34,118,4,46,4,No,6,2,86,Yes
797,7.81,144,3,47,9,Yes,1,3,62,No
1404,8.44,116,4,55,5,Yes,5,5,79,No
4326,6.03,133,4,95,5,No,2,4,78,No
